artist_id,artist_name,track_id,track_name,track_picture_url,release_date,track_popularity,genres,rank
1oSPZhvZMIrWW5I41kPkkY,Jimin,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d,2023-03-24,92,k-pop,1
1oSPZhvZMIrWW5I41kPkkY,Jimin,0u8rZGtXJrLtiSe34FPjGG,Like Crazy (English Version),https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d,2023-03-24,82,k-pop,2
6HaGTQPmzraVmaVxvz6EUc,"Jung Kook, Latto",2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316,2023-11-03,89,k-pop,3
1oSPZhvZMIrWW5I41kPkkY,Jimin,3k6q0O9JnO2GhvD6C8fs20,Closer Than This,https://i.scdn.co/image/ab67616d00001e02e3dbc03f538633dbb40adf37,2023-12-22,90,k-pop,4
1oSPZhvZMIrWW5I41kPkkY,Jimin,59hBR0BCtJsfIbV9VzCVAp,Set Me Free Pt.2,https://i.scdn.co/image/ab67616d00001e024f4ec2c2a865569bd4a067a4,2023-03-17,79,k-pop,5
6HaGTQPmzraVmaVxvz6EUc,"Jung Kook, Jack Harlow",01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),https://i.scdn.co/image/ab67616d00001e0299583bb32b47e87d55c6064b,2023-10-02,84,k-pop,6
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316,2023-11-03,95,k-pop,7
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,21ewxM3YvcdTj7cC0XwznO,Do or Die,https://i.scdn.co/image/ab67616d00001e02831b4a8eb3bd16788dca633a,2023-10-09,71,trot,8
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,4WUpMUjdoi47LY7gBQBXe3,Grain of Sand,https://i.scdn.co/image/ab67616d00001e02111a6e9b713b646443c5c222,2023-06-05,69,trot,9
3JsHnjpbhX4SnySpvpa9DK,V,2N0SPREDYqILVEFSsWF5N5,Love Me Again,https://i.scdn.co/image/ab67616d00001e022f1a5b69c2bd76474bca8035,2023-08-11,89,j-division,10
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,6auT8cRBu3BgPRBrdVBY15,London Boy,https://i.scdn.co/image/ab67616d00001e022d2009b6cad53ddacad11334,2022-11-15,67,trot,11
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,2tA3NP12r4niSRhb9Y6AoY,Polaroid,https://i.scdn.co/image/ab67616d00001e022d2009b6cad53ddacad11334,2022-11-15,65,trot,12
4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,74X2u8JMVooG2QbjRxXwR8,Perfect Night,https://i.scdn.co/image/ab67616d00001e025e352f6eccf8cb96d0b247cc,2023-10-27,89,k-pop girl group,13
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,2RLdkXSaiQjRbey5pvP8Kt,If We Ever Meet Again,https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,63,trot,14
4ClziihVpBeFXNyDH83Lde,"UMI, V",1k255f17DRuRbGrfz5Ifmd,wherever u r (ft. V of BTS),https://i.scdn.co/image/ab67616d00001e0248bcaf5d476b6cb7c6277a7d,2023-12-30,79,alternative r&b,15
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,2gkVEnpahpE3bQuvGuCpAV,Yes or No,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316,2023-11-03,86,k-pop,16
1oSPZhvZMIrWW5I41kPkkY,Jimin,3OdIiWnYRHPYtC313Z0Bwy,Face-off,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d,2023-03-24,80,k-pop,17
1oSPZhvZMIrWW5I41kPkkY,Jimin,5Hfnps0jaWFpYg55WOPexG,Alone,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d,2023-03-24,78,k-pop,18
3JsHnjpbhX4SnySpvpa9DK,V,5h1BN75CEh8wdSwE1xrbSe,Slow Dancing,https://i.scdn.co/image/ab67616d00001e028e504c5aedaae49a73ed4963,2023-09-08,90,j-division,19
6YVMFz59CuY7ngCxTxjpxE,aespa,5XWlyfo0kZ8LF7VSyfS4Ew,Drama,https://i.scdn.co/image/ab67616d00001e02c54e39f2ae0dd10731f93c08,2023-11-10,86,k-pop girl group,20
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,50xSycnGMDy0Wg5jJcOv3S,Rainbow,https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,60,trot,21
6HaGTQPmzraVmaVxvz6EUc,"Jung Kook, USHER",0VPFT123HKoQ2J6ipeDcI1,Standing Next to You (Usher Remix),https://i.scdn.co/image/ab67616d00001e02c9912de0a8a9a44b450318e4,2023-12-01,81,k-pop,22
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,2jidjmWNeRmKgLjXhW52Gz,"Our Blues, Our Life",https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,60,trot,23
1oSPZhvZMIrWW5I41kPkkY,Jimin,2qg2jy3v50RwfV5FAqG3a2,Interlude : Dive,https://i.scdn.co/image/ab67616d00001e022b46078245d0120690eb560d,2023-03-24,75,k-pop,24
